TITLE A	TITLE B	SIMILARITY 
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.7592566]]
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.7592566]]
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.7592566]]
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Azul"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.75055535]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Preto"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.71562645]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.75146915]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.75146915]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.75146915]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.75146915]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Preto"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.73333333]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Preto"	"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	[[0.77005354]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Preto"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.73246702]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Branco"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.72392277]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Branco"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.76470588]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Branco"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.76470588]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Branco"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.76470588]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Branco"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.76470588]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Branco"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.75146915]]
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.74095857]]
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.74095857]]
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.74095857]]
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.74095857]]
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.73246702]]
"Smartphone Samsung Galaxy M20 64GB Dual Chip Android 8.1 Tela 6.3"" Octa-Core 4G Câmera 13MP + 5MP - Azul"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.77067464]]
"Smartphone Samsung Galaxy M20 64GB Dual Chip Android 8.1 Tela 6.3"" Octa-Core 4G Câmera 13MP + 5MP - Azul"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.8]]
"Smartphone Samsung Galaxy M20 64GB Dual Chip Android 8.1 Tela 6.3"" Octa-Core 4G Câmera 13MP + 5MP - Azul"	"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	[[0.77005354]]
"Smartphone Samsung Galaxy M20 64GB Dual Chip Android 8.1 Tela 6.3"" Octa-Core 4G Câmera 13MP + 5MP - Azul"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.73246702]]
"Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera Tripla Traseira 12MP + 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.74095857]]
"Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera Tripla Traseira 12MP + 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.74095857]]
"Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera Tripla Traseira 12MP + 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.74095857]]
"Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera Tripla Traseira 12MP + 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.74095857]]
"Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera Tripla Traseira 12MP + 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.73246702]]
"Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera Tripla Traseira 12MP + 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.76190476]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Azul"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.71562645]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.75146915]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.75146915]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.75146915]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.75146915]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Azul"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.73333333]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Azul"	"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	[[0.77005354]]
"Smartphone Samsung Galaxy M10 32GB Dual Chip Android 8.1 Tela 6,2"" Octa-Core 4G Câmera 13+5MP - Azul"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.73246702]]
"Smartphone Motorola Moto G7 Power 64GB Dual Chip Android Pie - 9.0 Tela 6.2"" 1.8 GHz Octa-Core 4G Câmera 12MP - Azul Navy"	"Smartphone Motorola Moto Z2 Play Power Edition Ouro 64GB, Tela 5.5"", Dual Chip, Câmera 12MP, Android 7.1, Processador Octa-Core e 4GB de RAM"	[[0.70352647]]
"Smartphone Motorola Moto G7 Power 64GB Dual Chip Android Pie - 9.0 Tela 6.2"" 1.8 GHz Octa-Core 4G Câmera 12MP - Azul Navy"	"Smartphone Motorola Moto Z2 Play Power Edition Platinum 64GB, Tela 5.5"", Dual Chip, Câmera 12MP, Android 7.1, Processador Octa-Core e 4GB de RAM"	[[0.70352647]]
"Smartphone Motorola Moto G7 Power 64GB Dual Chip Android Pie - 9.0 Tela 6.2"" 1.8 GHz Octa-Core 4G Câmera 12MP - Azul Navy"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.73029674]]
"Smartphone Samsung Galaxy A70 128GB Dual Chip Android 9.0 Tela 6.7"" Octa-Core 4G Câmera Tripla 32MP + 5MP + 8MP (UW) - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.70588235]]
"Smartphone Samsung Galaxy A70 128GB Dual Chip Android 9.0 Tela 6.7"" Octa-Core 4G Câmera Tripla 32MP + 5MP + 8MP (UW) - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.70588235]]
"Smartphone Samsung Galaxy A70 128GB Dual Chip Android 9.0 Tela 6.7"" Octa-Core 4G Câmera Tripla 32MP + 5MP + 8MP (UW) - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.70588235]]
"Smartphone Samsung Galaxy A70 128GB Dual Chip Android 9.0 Tela 6.7"" Octa-Core 4G Câmera Tripla 32MP + 5MP + 8MP (UW) - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.70588235]]
"Smartphone Samsung Galaxy A70 128GB Dual Chip Android 9.0 Tela 6.7"" Octa-Core 4G Câmera Tripla 32MP + 5MP + 8MP (UW) - Preto"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.74095857]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Branco"	"Smartphone  Samsung Galaxy S5 Duos SM-G900 Preto com Dual Chip,Tela 5.1"", Android 4.4, 4G, Câmera 16MP e Processador Quad Core 2.5GHz"	[[0.70710678]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Branco"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.74620251]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Branco"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Branco"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Branco"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Branco"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.78824078]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Branco"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.77459667]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Branco"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.70920814]]
"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.78824078]]
"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP - Azul"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.77459667]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.78824078]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Azul"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.77459667]]
"Smartphone Samsung Galaxy A50 64GB Dual Chip Android 9.0 Tela 6,4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Azul"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.70920814]]
"Smartphone Samsung Galaxy S10e 128GB Dual Chip Android 9.0 Tela 5,8"" Octa-Core 4G Câmera 12MP + 16MP - Azul"	"Smartphone  Samsung Galaxy S5 Duos SM-G900 Preto com Dual Chip,Tela 5.1"", Android 4.4, 4G, Câmera 16MP e Processador Quad Core 2.5GHz"	[[0.70710678]]
"Smartphone Samsung Galaxy S10e 128GB Dual Chip Android 9.0 Tela 5,8"" Octa-Core 4G Câmera 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy S10e 128GB Dual Chip Android 9.0 Tela 5,8"" Octa-Core 4G Câmera 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy S10e 128GB Dual Chip Android 9.0 Tela 5,8"" Octa-Core 4G Câmera 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.78824078]]
"Smartphone Samsung Galaxy S10e 128GB Dual Chip Android 9.0 Tela 5,8"" Octa-Core 4G Câmera 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.78824078]]
"Smartphone Samsung Galaxy S10e 128GB Dual Chip Android 9.0 Tela 5,8"" Octa-Core 4G Câmera 12MP + 16MP - Azul"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.77459667]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Preto"	"Smartphone  Samsung Galaxy S5 Duos SM-G900 Preto com Dual Chip,Tela 5.1"", Android 4.4, 4G, Câmera 16MP e Processador Quad Core 2.5GHz"	[[0.73029674]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Preto"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.71562645]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Preto"	"Smartphone Samsung Galaxy A8 Plus Ametista com 64GB, Dual Chip, Display Infinito de 6"", Android 7.1, Câmera 16MP, Proteção IP68, Octa Core e RAM de 4G"	[[0.71562645]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Preto"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.8]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Preto"	"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	[[0.71081865]]
"Smartphone Samsung Galaxy A30 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera 16MP + 5MP - Preto"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.73246702]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Preto"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.74620251]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.72760688]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.72760688]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.72760688]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Preto"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.72760688]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Preto"	"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Preto"	[[0.71004695]]
